celex,readable_name,cluster_id,cluster_name,method
32020L1504,MiFID II Quick Fix Directive [Directive (EU) 2020/1504],5,"Financial Markets, Investment & Capital",keyword
32020L1828,Class Action Directive [Directive (EU) 2020/1828],7,Consumer Rights & Internal Market,hand
32020L2088,Directive (EU) 2020/2088,7,Consumer Rights & Internal Market,keyword
32020L2089,Directive (EU) 2020/2089,7,Consumer Rights & Internal Market,keyword
32020L2184,Drinking Water Directive [Directive (EU) 2020/2184],12,"Environment, Energy & Climate",keyword
32020R0049,Regulation (EU) 2020/49,11,Transport & Mobility,keyword
32020R0203,Regulation (EU) 2020/203,11,Transport & Mobility,keyword
32020R0230,Regulation (EU) 2020/230,15,EU Institutional Framework & Funding,keyword
32020R0261,Regulation (EU) 2020/261,5,"Financial Markets, Investment & Capital",keyword
32020R0270,Regulation (EU) 2020/270,7,Consumer Rights & Internal Market,keyword
32020R0283,Regulation (EU) 2020/283,2,Platform Regulation & Digital Markets,keyword
32020R0357,Regulation (EU) 2020/357,7,Consumer Rights & Internal Market,keyword
32020R0446,Regulation (EU) 2020/446,10,"Migration, Asylum & Border Management",keyword
32020R0447,Regulation (EU) 2020/447,5,"Financial Markets, Investment & Capital",keyword
32020R0460,Regulation (EU) 2020/460,13,"Health, Medicines & Life Sciences",keyword
32020R0473,Regulation (EU) 2020/473,7,Consumer Rights & Internal Market,keyword
32020R0474,Regulation (EU) 2020/474,11,Transport & Mobility,keyword
32020R0493,FADO Regulation [Regulation (EU) 2020/493],9,Criminal Justice & Fundamental Rights,keyword
32020R0521,Regulation (EU) 2020/521,13,"Health, Medicines & Life Sciences",keyword
32020R0559,Regulation (EU) 2020/559,15,EU Institutional Framework & Funding,hand
32020R0560,Regulation (EU) 2020/560,11,Transport & Mobility,keyword
32020R0561,Regulation (EU) 2020/561,7,Consumer Rights & Internal Market,keyword
32020R0572,Regulation (EU) 2020/572,11,Transport & Mobility,keyword
32020R0602,Regulation (EU) 2020/602,13,"Health, Medicines & Life Sciences",keyword
32020R0686,Regulation (EU) 2020/686,11,Transport & Mobility,keyword
32020R0688,Regulation (EU) 2020/688,11,Transport & Mobility,keyword
32020R0692,Regulation (EU) 2020/692,13,"Health, Medicines & Life Sciences",keyword
32020R0697,Regulation (EU) 2020/697,11,Transport & Mobility,keyword
32020R0740,Tyre Labelling Regulation [Regulation (EU) 2020/740],7,Consumer Rights & Internal Market,keyword
32020R0741,Minimum Requirements for Water Reuse Regulation [Regulation (EU) 2020/741],12,"Environment, Energy & Climate",keyword
32020R0760,Regulation (EU) 2020/760,5,"Financial Markets, Investment & Capital",keyword
32020R0772,Regulation (EU) 2020/772,13,"Health, Medicines & Life Sciences",keyword
32020R0851,Migration Statistics Regulation [Regulation (EU) 2020/851],10,"Migration, Asylum & Border Management",keyword
32020R0852,Taxonomy Regulation [Regulation (EU) 2020/852],5,"Financial Markets, Investment & Capital",keyword
32020R0870,Regulation (EU) 2020/870,15,EU Institutional Framework & Funding,keyword
32020R0873,Regulation (EU) 2020/873,6,"Banking, Payments, Insurance & AML",keyword
32020R1044,Regulation (EU) 2020/1044,12,"Environment, Energy & Climate",keyword
32020R1054,Regulation (EU) 2020/1054,11,Transport & Mobility,keyword
32020R1055,Regulation (EU) 2020/1055,7,Consumer Rights & Internal Market,keyword
32020R1056,Regulation (EU) 2020/1056,11,Transport & Mobility,keyword
32020R1181,Regulation (EU) 2020/1181,11,Transport & Mobility,keyword
32020R1197,Regulation (EU) 2020/1197,15,EU Institutional Framework & Funding,keyword
32020R1209,Regulation (EU) 2020/1209,8,Intellectual Property,keyword
32020R1224,Regulation (EU) 2020/1224,5,"Financial Markets, Investment & Capital",keyword
32020R1226,Regulation (EU) 2020/1226,5,"Financial Markets, Investment & Capital",keyword
32020R1229,Regulation (EU) 2020/1229,5,"Financial Markets, Investment & Capital",keyword
32020R1230,Regulation (EU) 2020/1230,5,"Financial Markets, Investment & Capital",keyword
32020R1234,Regulation (EU) 2020/1234,11,Transport & Mobility,keyword
32020R1302,Regulation (EU) 2020/1302,5,"Financial Markets, Investment & Capital",keyword
32020R1303,Regulation (EU) 2020/1303,5,"Financial Markets, Investment & Capital",keyword
32020R1304,Regulation (EU) 2020/1304,5,"Financial Markets, Investment & Capital",keyword
32020R1423,Regulation (EU) 2020/1423,5,"Financial Markets, Investment & Capital",keyword
32020R1503,European Crowdfunding Service Providers Regulation [Regulation (EU) 2020/1503],5,"Financial Markets, Investment & Capital",keyword
32020R1543,Regulation (EU) 2020/1543,10,"Migration, Asylum & Border Management",keyword
32020R1668,Regulation (EU) 2020/1668,7,Consumer Rights & Internal Market,keyword
32020R1732,Regulation (EU) 2020/1732,5,"Financial Markets, Investment & Capital",keyword
32020R1781,Regulation (EU) 2020/1781,11,Transport & Mobility,keyword
32020R1783,Taking of Evidence Regulation [Regulation (EU) 2020/1783],10,"Migration, Asylum & Border Management",keyword
32020R1784,Service of Documents Regulation [Regulation (EU) 2020/1784],7,Consumer Rights & Internal Market,keyword
32020R1816,Regulation (EU) 2020/1816,5,"Financial Markets, Investment & Capital",keyword
32020R1817,Regulation (EU) 2020/1817,5,"Financial Markets, Investment & Capital",keyword
32020R1818,Regulation (EU) 2020/1818,12,"Environment, Energy & Climate",keyword
32020R1998,EU Global Human Rights Sanctions Regulation [Regulation (EU) 2020/1998],9,Criminal Justice & Fundamental Rights,keyword
32020R2011,Regulation (EU) 2020/2011,2,Platform Regulation & Digital Markets,keyword
32020R2034,Regulation (EU) 2020/2034,11,Transport & Mobility,keyword
32020R2035,Regulation (EU) 2020/2035,8,Intellectual Property,keyword
32020R2084,Regulation (EU) 2020/2084,12,"Environment, Energy & Climate",keyword
32020R2092,"Rule of Law Conditionality Regulation [Regulation (EU, Euratom) 2020/2092]",9,Criminal Justice & Fundamental Rights,keyword
32020R2093,"Multiannual Financial Framework Regulation [Regulation (EU, Euratom) 2020/2093]",15,EU Institutional Framework & Funding,keyword
32020R2098,Regulation (EU) 2020/2098,15,EU Institutional Framework & Funding,keyword
32020R2155,Regulation (EU) 2020/2155,12,"Environment, Energy & Climate",keyword
32020R2161,Regulation (EU) 2020/2161,15,EU Institutional Framework & Funding,keyword
32020R2162,Regulation (EU) 2020/2162,15,EU Institutional Framework & Funding,keyword
32020R2193,Regulation (EU) 2020/2193,7,Consumer Rights & Internal Market,keyword
32020R2220,Regulation (EU) 2020/2220,14,"Agriculture, Fisheries & Rural Development",keyword
32020R2221,REACT-EU Regulation [Regulation (EU) 2020/2221],15,EU Institutional Framework & Funding,keyword
32020R2223,"OLAF Regulation Amendment [Regulation (EU, Euratom) 2020/2223]",9,Criminal Justice & Fundamental Rights,hand
32020R2227,Regulation (EU) 2020/2227,14,"Agriculture, Fisheries & Rural Development",keyword
32021L0338,Directive (EU) 2021/338,5,"Financial Markets, Investment & Capital",hand
32021L0514,DAC7 Directive [Directive (EU) 2021/514],5,"Financial Markets, Investment & Capital",keyword
32021L0555,Firearms Control Directive [Directive (EU) 2021/555],9,Criminal Justice & Fundamental Rights,hand
32021L0903,Directive (EU) 2021/903,7,Consumer Rights & Internal Market,keyword
32021L1233,Directive (EU) 2021/1233,7,Consumer Rights & Internal Market,keyword
32021L1716,Directive (EU) 2021/1716,7,Consumer Rights & Internal Market,keyword
32021L1883,EU Blue Card Directive [Directive (EU) 2021/1883],10,"Migration, Asylum & Border Management",keyword
32021L2101,Public Country-by-Country Reporting Directive [Directive (EU) 2021/2101],5,"Financial Markets, Investment & Capital",keyword
32021L2118,Directive (EU) 2021/2118,6,"Banking, Payments, Insurance & AML",hand
32021L2167,Credit Servicers and Credit Purchasers Directive [Directive (EU) 2021/2167],6,"Banking, Payments, Insurance & AML",hand
32021R0016,Regulation (EU) 2021/16,13,"Health, Medicines & Life Sciences",keyword
32021R0023,CCP Recovery and Resolution Regulation [Regulation (EU) 2021/23],5,"Financial Markets, Investment & Capital",hand
32021R0092,Regulation (EU) 2021/92,14,"Agriculture, Fisheries & Rural Development",keyword
32021R0100,Regulation (Euratom) 2021/100,12,"Environment, Energy & Climate",keyword
32021R0101,Regulation (EU) 2021/101,12,"Environment, Energy & Climate",keyword
32021R0168,Regulation (EU) 2021/168,5,"Financial Markets, Investment & Capital",keyword
32021R0177,Regulation (EU) 2021/177,15,EU Institutional Framework & Funding,hand
32021R0240,Regulation (EU) 2021/240,15,EU Institutional Framework & Funding,hand
32021R0241,Recovery and Resilience Facility Regulation [Regulation (EU) 2021/241],15,EU Institutional Framework & Funding,hand
32021R0331,Regulation (EU) 2021/331,10,"Migration, Asylum & Border Management",keyword
32021R0337,Regulation (EU) 2021/337,5,"Financial Markets, Investment & Capital",keyword
32021R0392,Regulation (EU) 2021/392,11,Transport & Mobility,keyword
32021R0424,Regulation (EU) 2021/424,5,"Financial Markets, Investment & Capital",keyword
32021R0444,Regulation (EU) 2021/444,15,EU Institutional Framework & Funding,hand
32021R0522,EU4Health Programme Regulation [Regulation (EU) 2021/522],13,"Health, Medicines & Life Sciences",hand
32021R0523,InvestEU Regulation [Regulation (EU) 2021/523],15,EU Institutional Framework & Funding,hand
32021R0528,Regulation (EU) 2021/528,5,"Financial Markets, Investment & Capital",keyword
32021R0546,Regulation (EU) 2021/546,15,EU Institutional Framework & Funding,keyword
32021R0547,Regulation (EU) 2021/547,13,"Health, Medicines & Life Sciences",keyword
32021R0557,Regulation (EU) 2021/557,5,"Financial Markets, Investment & Capital",keyword
32021R0558,Regulation (EU) 2021/558,5,"Financial Markets, Investment & Capital",keyword
32021R0581,Regulation (EU) 2021/581,10,"Migration, Asylum & Border Management",keyword
32021R0598,Regulation (EU) 2021/598,5,"Financial Markets, Investment & Capital",keyword
32021R0622,Regulation (EU) 2021/622,5,"Financial Markets, Investment & Capital",keyword
32021R0629,Regulation (EU) 2021/629,15,EU Institutional Framework & Funding,hand
32021R0630,Regulation (EU) 2021/630,10,"Migration, Asylum & Border Management",keyword
32021R0654,Regulation (EU) 2021/654,2,Platform Regulation & Digital Markets,keyword
32021R0690,Single Market Programme Regulation [Regulation (EU) 2021/690],7,Consumer Rights & Internal Market,hand
32021R0691,EGF Regulation [Regulation (EU) 2021/691],7,Consumer Rights & Internal Market,hand
32021R0692,Regulation (EU) 2021/692,15,EU Institutional Framework & Funding,hand
32021R0693,Regulation (EU) 2021/693,9,Criminal Justice & Fundamental Rights,keyword
32021R0694,Digital Europe Programme Regulation [Regulation (EU) 2021/694],1,"AI, Data Economy & Digital Identity",hand
32021R0695,Horizon Europe Regulation [Regulation (EU) 2021/695],15,EU Institutional Framework & Funding,hand
32021R0696,Union Space Programme Regulation [Regulation (EU) 2021/696],15,EU Institutional Framework & Funding,hand
32021R0697,European Defence Fund Regulation [Regulation (EU) 2021/697],15,EU Institutional Framework & Funding,hand
32021R0731,Regulation (EU) 2021/731,5,"Financial Markets, Investment & Capital",keyword
32021R0763,Regulation (EU) 2021/763,5,"Financial Markets, Investment & Capital",keyword
32021R0768,"Regulation (EU, Euratom) 2021/768",15,EU Institutional Framework & Funding,keyword
32021R0774,Regulation (EU) 2021/774,5,"Financial Markets, Investment & Capital",keyword
32021R0776,Regulation (EU) 2021/776,9,Criminal Justice & Fundamental Rights,keyword
32021R0782,Rail Passengers' Rights Regulation [Regulation (EU) 2021/782],11,Transport & Mobility,hand
32021R0783,LIFE Programme Regulation [Regulation (EU) 2021/783],12,"Environment, Energy & Climate",keyword
32021R0784,Online Dissemination Of Terrorist Content Regulation [Regulation (EU) 2021/784] [temporary],2,Platform Regulation & Digital Markets,hand
32021R0785,Regulation (EU) 2021/785,15,EU Institutional Framework & Funding,keyword
32021R0817,Erasmus Plus Regulation [Regulation (EU) 2021/817],15,EU Institutional Framework & Funding,hand
32021R0818,Creative Europe Programme Regulation [Regulation (EU) 2021/818],15,EU Institutional Framework & Funding,hand
32021R0819,Regulation (EU) 2021/819,15,EU Institutional Framework & Funding,hand
32021R0821,Dual-Use Items Export Control Regulation [Regulation (EU) 2021/821],15,EU Institutional Framework & Funding,hand
32021R0836,Regulation (EU) 2021/836,12,"Environment, Energy & Climate",keyword
32021R0840,Regulation (EU) 2021/840,10,"Migration, Asylum & Border Management",keyword
32021R0847,Regulation (EU) 2021/847,10,"Migration, Asylum & Border Management",keyword
32021R0887,Regulation (EU) 2021/887,4,Cybersecurity & Operational Resilience,hand
32021R0888,Regulation (EU) 2021/888,15,EU Institutional Framework & Funding,keyword
32021R0916,Regulation (EU) 2021/916,10,"Migration, Asylum & Border Management",keyword
32021R0923,Regulation (EU) 2021/923,6,"Banking, Payments, Insurance & AML",keyword
32021R0930,Regulation (EU) 2021/930,6,"Banking, Payments, Insurance & AML",keyword
32021R0931,Regulation (EU) 2021/931,5,"Financial Markets, Investment & Capital",keyword
32021R0947,Global Europe Regulation [Regulation (EU) 2021/947],15,EU Institutional Framework & Funding,hand
32021R0948,Regulation (Euratom) 2021/948,5,"Financial Markets, Investment & Capital",keyword
32021R0953,EU Digital COVID Certificate [Regulation (EU) 2021/953],10,"Migration, Asylum & Border Management",keyword
32021R0954,Regulation (EU) 2021/954,13,"Health, Medicines & Life Sciences",keyword
32021R0962,Regulation (EU) 2021/962,5,"Financial Markets, Investment & Capital",keyword
32021R0963,Regulation (EU) 2021/963,13,"Health, Medicines & Life Sciences",keyword
32021R1042,Regulation (EU) 2021/1042,10,"Migration, Asylum & Border Management",keyword
32021R1056,Just Transition Fund Regulation [Regulation (EU) 2021/1056],12,"Environment, Energy & Climate",hand
32021R1057,ESF Plus Regulation [Regulation (EU) 2021/1057],15,EU Institutional Framework & Funding,hand
32021R1058,ERDF and Cohesion Fund Regulation [Regulation (EU) 2021/1058],15,EU Institutional Framework & Funding,keyword
32021R1059,Interreg Regulation [Regulation (EU) 2021/1059],10,"Migration, Asylum & Border Management",keyword
32021R1060,Common Provisions Regulation [Regulation (EU) 2021/1060],15,EU Institutional Framework & Funding,hand
32021R1077,Regulation (EU) 2021/1077,10,"Migration, Asylum & Border Management",hand
32021R1078,Regulation (EU) 2021/1078,15,EU Institutional Framework & Funding,keyword
32021R1079,Regulation (EU) 2021/1079,15,EU Institutional Framework & Funding,keyword
32021R1118,Regulation (EU) 2021/1118,5,"Financial Markets, Investment & Capital",keyword
32021R1119,European Climate Law [Regulation (EU) 2021/1119],12,"Environment, Energy & Climate",keyword
32021R1133,VIS Amending Regulation [Regulation (EU) 2021/1133],10,"Migration, Asylum & Border Management",hand
32021R1134,VIS Regulation [Regulation (EU) 2021/1134],10,"Migration, Asylum & Border Management",hand
32021R1139,EMFAF Regulation [Regulation (EU) 2021/1139],14,"Agriculture, Fisheries & Rural Development",hand
32021R1147,AMIF Regulation [Regulation (EU) 2021/1147],10,"Migration, Asylum & Border Management",hand
32021R1148,Regulation (EU) 2021/1148,10,"Migration, Asylum & Border Management",hand
32021R1149,Internal Security Fund Regulation [Regulation (EU) 2021/1149],10,"Migration, Asylum & Border Management",hand
32021R1150,ETIAS Interoperability Amending Regulation [Regulation (EU) 2021/1150],10,"Migration, Asylum & Border Management",hand
32021R1151,ETIAS Amending Regulation [Regulation (EU) 2021/1151],10,"Migration, Asylum & Border Management",hand
32021R1152,ETIAS Interoperability Amending Regulation [Regulation (EU) 2021/1152],10,"Migration, Asylum & Border Management",hand
32021R1153,Connecting Europe Facility Regulation [Regulation (EU) 2021/1153],15,EU Institutional Framework & Funding,hand
32021R1163,"Statute of the European Ombudsman [Regulation (EU, Euratom) 2021/1163]",15,EU Institutional Framework & Funding,hand
32021R1173,EuroHPC Regulation [Regulation (EU) 2021/1173],1,"AI, Data Economy & Digital Identity",keyword
32021R1209,Regulation (EU) 2021/1209,15,EU Institutional Framework & Funding,keyword
32021R1225,Regulation (EU) 2021/1225,15,EU Institutional Framework & Funding,keyword
32021R1229,Regulation (EU) 2021/1229,15,EU Institutional Framework & Funding,hand
32021R1230,Cross-Border Payments Regulation [Regulation (EU) 2021/1230],10,"Migration, Asylum & Border Management",keyword
32021R1232,Temporary CSAM Regulation [Regulation (EU) 2021/1232] [temporary],2,Platform Regulation & Digital Markets,hand
32021R1257,Regulation (EU) 2021/1257,6,"Banking, Payments, Insurance & AML",hand
32021R1275,Regulation (EU) 2021/1275,15,EU Institutional Framework & Funding,keyword
32021R1308,Regulation (EU) 2021/1308,11,Transport & Mobility,keyword
32021R1338,Regulation (EU) 2021/1338,7,Consumer Rights & Internal Market,keyword
32021R1340,Regulation (EU) 2021/1340,5,"Financial Markets, Investment & Capital",keyword
32021R1348,Regulation (EU) 2021/1348,5,"Financial Markets, Investment & Capital",keyword
32021R1349,Regulation (EU) 2021/1349,5,"Financial Markets, Investment & Capital",keyword
32021R1350,Regulation (EU) 2021/1350,5,"Financial Markets, Investment & Capital",keyword
32021R1351,Regulation (EU) 2021/1351,5,"Financial Markets, Investment & Capital",keyword
32021R1352,Regulation (EU) 2021/1352,5,"Financial Markets, Investment & Capital",keyword
32021R1353,Regulation (EU) 2021/1353,13,"Health, Medicines & Life Sciences",keyword
32021R1415,Regulation (EU) 2021/1415,5,"Financial Markets, Investment & Capital",keyword
32021R1423,Regulation (EU) 2021/1423,9,Criminal Justice & Fundamental Rights,keyword
32021R1456,Regulation (EU) 2021/1456,5,"Financial Markets, Investment & Capital",keyword
32021R1527,Regulation (EU) 2021/1527,5,"Financial Markets, Investment & Capital",keyword
32021R1529,IPA III Regulation [Regulation (EU) 2021/1529],15,EU Institutional Framework & Funding,hand
32021R1530,Regulation (EU) 2021/1530,5,"Financial Markets, Investment & Capital",keyword
32021R1702,Regulation (EU) 2021/1702,15,EU Institutional Framework & Funding,keyword
32021R1722,Regulation (EU) 2021/1722,10,"Migration, Asylum & Border Management",keyword
32021R1751,Regulation (EU) 2021/1751,5,"Financial Markets, Investment & Capital",keyword
32021R1755,Brexit Adjustment Reserve Regulation [Regulation (EU) 2021/1755],15,EU Institutional Framework & Funding,hand
32021R1756,Regulation (EU) 2021/1756,13,"Health, Medicines & Life Sciences",keyword
32021R1767,Regulation (EU) 2021/1767,12,"Environment, Energy & Climate",keyword
32021R1783,Regulation (EU) 2021/1783,5,"Financial Markets, Investment & Capital",keyword
32021R1833,Regulation (EU) 2021/1833,5,"Financial Markets, Investment & Capital",keyword
32021R1840,Regulation (EU) 2021/1840,12,"Environment, Energy & Climate",keyword
32021R1903,Regulation (EU) 2021/1903,11,Transport & Mobility,keyword
32021R1951,Regulation (EU) 2021/1951,7,Consumer Rights & Internal Market,keyword
32021R1952,Regulation (EU) 2021/1952,7,Consumer Rights & Internal Market,keyword
32021R1953,Regulation (EU) 2021/1953,7,Consumer Rights & Internal Market,keyword
32021R1963,Regulation (EU) 2021/1963,7,Consumer Rights & Internal Market,keyword
32021R1972,Regulation (EU) 2021/1972,11,Transport & Mobility,keyword
32021R2078,Regulation (EU) 2021/2078,7,Consumer Rights & Internal Market,keyword
32021R2082,Regulation (EU) 2021/2082,11,Transport & Mobility,keyword
32021R2085,Regulation (EU) 2021/2085,11,Transport & Mobility,keyword
32021R2103,Regulation (EU) 2021/2103,10,"Migration, Asylum & Border Management",keyword
32021R2104,Regulation (EU) 2021/2104,10,"Migration, Asylum & Border Management",keyword
32021R2105,Regulation (EU) 2021/2105,15,EU Institutional Framework & Funding,keyword
32021R2106,Regulation (EU) 2021/2106,5,"Financial Markets, Investment & Capital",keyword
32021R2115,Common Agricultural Policy Strategic Plans Regulation [Regulation (EU) 2021/2115],14,"Agriculture, Fisheries & Rural Development",hand
32021R2116,CAP Financing and Monitoring Regulation [Regulation (EU) 2021/2116],14,"Agriculture, Fisheries & Rural Development",hand
32021R2117,Regulation (EU) 2021/2117,14,"Agriculture, Fisheries & Rural Development",hand
32021R2126,Regulation (EU) 2021/2126,15,EU Institutional Framework & Funding,keyword
32021R2128,Regulation (EU) 2021/2128,10,"Migration, Asylum & Border Management",keyword
32021R2153,Regulation (EU) 2021/2153,5,"Financial Markets, Investment & Capital",keyword
32021R2154,Regulation (EU) 2021/2154,5,"Financial Markets, Investment & Capital",keyword
32021R2155,Regulation (EU) 2021/2155,5,"Financial Markets, Investment & Capital",keyword
32021R2156,Regulation (EU) 2021/2156,13,"Health, Medicines & Life Sciences",keyword
32021R2157,Regulation (EU) 2021/2157,15,EU Institutional Framework & Funding,keyword
32021R2178,Regulation (EU) 2021/2178,6,"Banking, Payments, Insurance & AML",keyword
32021R2179,Regulation (EU) 2021/2179,7,Consumer Rights & Internal Market,keyword
32021R2222,Regulation (EU) 2021/2222,10,"Migration, Asylum & Border Management",keyword
32021R2223,Regulation (EU) 2021/2223,10,"Migration, Asylum & Border Management",keyword
32021R2224,Regulation (EU) 2021/2224,10,"Migration, Asylum & Border Management",keyword
32021R2225,Regulation (EU) 2021/2225,10,"Migration, Asylum & Border Management",keyword
32021R2236,Regulation (EU) 2021/2236,10,"Migration, Asylum & Border Management",keyword
32021R2244,Regulation (EU) 2021/2244,13,"Health, Medicines & Life Sciences",keyword
32021R2248,Regulation (EU) 2021/2248,2,Platform Regulation & Digital Markets,keyword
32021R2259,Regulation (EU) 2021/2259,5,"Financial Markets, Investment & Capital",keyword
32021R2260,Regulation (EU) 2021/2260,10,"Migration, Asylum & Border Management",keyword
32021R2268,Regulation (EU) 2021/2268,5,"Financial Markets, Investment & Capital",keyword
32021R2282,HTA Regulation [Regulation (EU) 2021/2282],1,"AI, Data Economy & Digital Identity",hand
32021R2288,Regulation (EU) 2021/2288,10,"Migration, Asylum & Border Management",keyword
32021R2289,Regulation (EU) 2021/2289,14,"Agriculture, Fisheries & Rural Development",keyword
32021R2303,EU Asylum Agency Regulation [Regulation (EU) 2021/2303],10,"Migration, Asylum & Border Management",hand
32021R2305,Regulation (EU) 2021/2305,10,"Migration, Asylum & Border Management",keyword
32022L0211,Directive (EU) 2022/211,9,Criminal Justice & Fundamental Rights,keyword
32022L0228,Directive (EU) 2022/228,6,"Banking, Payments, Insurance & AML",hand
32022L0362,Directive (EU) 2022/362,11,Transport & Mobility,keyword
32022L0542,Directive (EU) 2022/542,6,"Banking, Payments, Insurance & AML",keyword
32022L0738,Directive (EU) 2022/738,11,Transport & Mobility,hand
32022L0993,Directive (EU) 2022/993,11,Transport & Mobility,hand
32022L2041,Adequate Minimum Wages Directive [Directive (EU) 2022/2041],7,Consumer Rights & Internal Market,keyword
32022L2100,Directive (EU) 2022/2100,13,"Health, Medicines & Life Sciences",keyword
32022L2380,Directive (EU) 2022/2380,7,Consumer Rights & Internal Market,keyword
32022L2381,Women on Boards Directive [Directive (EU) 2022/2381],7,Consumer Rights & Internal Market,hand
32022L2464,Corporate Sustainability Reporting Directive [Directive (EU) 2022/2464],5,"Financial Markets, Investment & Capital",keyword
32022L2523,Global Minimum Tax Directive [Directive (EU) 2022/2523],5,"Financial Markets, Investment & Capital",keyword
32022L2555,NIS2 Directive [Directive (EU) 2022/2555],4,Cybersecurity & Operational Resilience,hand
32022L2556,DORA Amending Directive [Directive (EU) 2022/2556],4,Cybersecurity & Operational Resilience,hand
32022L2557,Critical Entities Resilience Directive [Directive (EU) 2022/2557],4,Cybersecurity & Operational Resilience,hand
32022L2561,Professional Driver Qualification Directive [Directive (EU) 2022/2561],11,Transport & Mobility,hand
32022R0001,Regulation (EU) 2022/1,15,EU Institutional Framework & Funding,keyword
32022R0027,Regulation (EU) 2022/27,5,"Financial Markets, Investment & Capital",keyword
32022R0030,Regulation (EU) 2022/30,7,Consumer Rights & Internal Market,keyword
32022R0034,Regulation (EU) 2022/34,12,"Environment, Energy & Climate",keyword
32022R0044,Regulation (EU) 2022/44,11,Transport & Mobility,keyword
32022R0045,Regulation (EU) 2022/45,11,Transport & Mobility,keyword
32022R0046,Regulation (EU) 2022/46,11,Transport & Mobility,keyword
32022R0079,Regulation (EU) 2022/79,11,Transport & Mobility,keyword
32022R0109,Regulation (EU) 2022/109,14,"Agriculture, Fisheries & Rural Development",keyword
32022R0112,Regulation (EU) 2022/112,7,Consumer Rights & Internal Market,keyword
32022R0123,Regulation (EU) 2022/123,13,"Health, Medicines & Life Sciences",hand
32022R0126,Regulation (EU) 2022/126,12,"Environment, Energy & Climate",keyword
32022R0127,Regulation (EU) 2022/127,5,"Financial Markets, Investment & Capital",keyword
32022R0139,Regulation (EU) 2022/139,13,"Health, Medicines & Life Sciences",keyword
32022R0156,Regulation (EU) 2022/156,15,EU Institutional Framework & Funding,keyword
32022R0184,Regulation (EU) 2022/184,7,Consumer Rights & Internal Market,keyword
32022R0201,Regulation (EU) 2022/201,11,Transport & Mobility,keyword
32022R0203,Regulation (EU) 2022/203,11,Transport & Mobility,keyword
32022R0229,Regulation (EU) 2022/229,9,Criminal Justice & Fundamental Rights,keyword
32022R0260,Regulation (EU) 2022/260,15,EU Institutional Framework & Funding,keyword
32022R0261,Regulation (EU) 2022/261,15,EU Institutional Framework & Funding,keyword
32022R0263,Regulation (EU) 2022/263,15,EU Institutional Framework & Funding,keyword
32022R0328,Regulation (EU) 2022/328,15,EU Institutional Framework & Funding,keyword
32022R0332,Regulation (EU) 2022/332,15,EU Institutional Framework & Funding,keyword
32022R0336,Regulation (EU) 2022/336,15,EU Institutional Framework & Funding,keyword
32022R0342,Regulation (EU) 2022/342,10,"Migration, Asylum & Border Management",keyword
32022R0350,Regulation (EU) 2022/350,15,EU Institutional Framework & Funding,keyword
32022R0353,Regulation (EU) 2022/353,15,EU Institutional Framework & Funding,keyword
32022R0358,Regulation (EU) 2022/358,15,EU Institutional Framework & Funding,keyword
32022R0363,Regulation (EU) 2022/363,13,"Health, Medicines & Life Sciences",keyword
32022R0396,Regulation (EU) 2022/396,15,EU Institutional Framework & Funding,keyword
32022R0422,Regulation (EU) 2022/422,10,"Migration, Asylum & Border Management",keyword
32022R0423,Regulation (EU) 2022/423,7,Consumer Rights & Internal Market,hand
32022R0427,Regulation (EU) 2022/427,15,EU Institutional Framework & Funding,keyword
32022R0433,Regulation (EU) 2022/433,15,EU Institutional Framework & Funding,keyword
32022R0439,Regulation (EU) 2022/439,5,"Financial Markets, Investment & Capital",keyword
32022R0466,Regulation (EU) 2022/466,5,"Financial Markets, Investment & Capital",keyword
32022R0520,Regulation (EU) 2022/520,12,"Environment, Energy & Climate",keyword
32022R0562,Regulation (EU) 2022/562,10,"Migration, Asylum & Border Management",keyword
32022R0581,Regulation (EU) 2022/581,15,EU Institutional Framework & Funding,keyword
32022R0585,Regulation (EU) 2022/585,9,Criminal Justice & Fundamental Rights,keyword
32022R0588,Regulation (EU) 2022/588,13,"Health, Medicines & Life Sciences",keyword
32022R0612,Roaming Regulation [Regulation (EU) 2022/612],2,Platform Regulation & Digital Markets,hand
32022R0613,Regulation (EU) 2022/613,10,"Migration, Asylum & Border Management",keyword
32022R0641,Regulation (EU) 2022/641,13,"Health, Medicines & Life Sciences",keyword
32022R0648,Regulation (EU) 2022/648,14,"Agriculture, Fisheries & Rural Development",keyword
32022R0651,Regulation (EU) 2022/651,12,"Environment, Energy & Climate",keyword
32022R0670,Regulation (EU) 2022/670,11,Transport & Mobility,keyword
32022R0671,Regulation (EU) 2022/671,13,"Health, Medicines & Life Sciences",keyword
32022R0676,Regulation (EU) 2022/676,5,"Financial Markets, Investment & Capital",keyword
32022R0699,Regulation (EU) 2022/699,15,EU Institutional Framework & Funding,keyword
32022R0803,Regulation (EU) 2022/803,5,"Financial Markets, Investment & Capital",keyword
32022R0804,Regulation (EU) 2022/804,5,"Financial Markets, Investment & Capital",keyword
32022R0805,Regulation (EU) 2022/805,5,"Financial Markets, Investment & Capital",keyword
32022R0838,Eurojust War Crimes Evidence Regulation [Regulation (EU) 2022/838],9,Criminal Justice & Fundamental Rights,hand
32022R0850,e-CODEX Regulation [Regulation (EU) 2022/850],1,"AI, Data Economy & Digital Identity",hand
